	_user_id	applied_count	hits@10_count	hits@15_count	hits@20_count	hits@25_count	hits@3_count	hits@5_count	recall@10	recall@15	recall@20	recall@25	recall@3	recall@5
119	266815	5	1	3	4	5	0	0	0.2	0.6	0.8	1.0	0.0	0.0
58	175009	5	5	5	5	5	4	5	1.0	1.0	1.0	1.0	0.8	1.0
582	1159365	5	4	5	5	5	4	4	0.8	1.0	1.0	1.0	0.8	0.8
671	1307922	5	2	3	4	5	2	2	0.4	0.6	0.8	1.0	0.4	0.4
143	297677	5	4	4	4	5	3	3	0.8	0.8	0.8	1.0	0.6	0.6
418	909263	5	5	5	5	5	2	5	1.0	1.0	1.0	1.0	0.4	1.0
64	185849	5	1	2	2	3	0	0	0.2	0.4	0.4	0.6	0.0	0.0
436	941760	5	2	2	4	4	1	2	0.4	0.4	0.8	0.8	0.2	0.4
435	940013	5	1	2	2	2	0	1	0.2	0.4	0.4	0.4	0.0	0.2
427	923605	5	1	1	3	4	1	1	0.2	0.2	0.6	0.8	0.2	0.2
690	1337219	5	2	3	4	5	1	1	0.4	0.6	0.8	1.0	0.2	0.2
768	1457873	4	1	2	2	3	0	0	0.25	0.5	0.5	0.75	0.0	0.0
597	1188558	4	2	3	4	4	1	2	0.5	0.75	1.0	1.0	0.25	0.5
513	1060566	4	3	3	3	3	2	3	0.75	0.75	0.75	0.75	0.5	0.75
558	1132759	4	1	1	2	3	0	0	0.25	0.25	0.5	0.75	0.0	0.0
525	1087431	4	3	3	3	3	0	1	0.75	0.75	0.75	0.75	0.0	0.25
596	1188420	4	1	3	3	3	0	0	0.25	0.75	0.75	0.75	0.0	0.0
556	1131016	4	2	3	3	3	1	1	0.5	0.75	0.75	0.75	0.25	0.25
584	1168574	4	2	2	2	3	1	1	0.5	0.5	0.5	0.75	0.25	0.25
595	1187753	4	1	3	4	4	0	0	0.25	0.75	1.0	1.0	0.0	0.0
538	1096851	4	0	2	2	2	0	0	0.0	0.5	0.5	0.5	0.0	0.0
539	1096909	4	2	2	2	4	1	1	0.5	0.5	0.5	1.0	0.25	0.25
343	820041	4	2	3	3	4	1	1	0.5	0.75	0.75	1.0	0.25	0.25
757	1444451	4	2	3	3	3	1	1	0.5	0.75	0.75	0.75	0.25	0.25
740	1407216	4	4	4	4	4	3	3	1.0	1.0	1.0	1.0	0.75	0.75
548	1115060	4	3	3	3	3	2	3	0.75	0.75	0.75	0.75	0.5	0.75
758	1444489	4	2	2	2	3	1	1	0.5	0.5	0.5	0.75	0.25	0.25
698	1345126	4	1	1	1	1	0	0	0.25	0.25	0.25	0.25	0.0	0.0
608	1208219	4	1	1	2	2	1	1	0.25	0.25	0.5	0.5	0.25	0.25
492	1034450	4	4	4	4	4	3	3	1.0	1.0	1.0	1.0	0.75	0.75
417	906001	4	0	1	1	1	0	0	0.0	0.25	0.25	0.25	0.0	0.0
430	934915	4	0	1	2	3	0	0	0.0	0.25	0.5	0.75	0.0	0.0
434	939007	4	3	3	3	3	2	2	0.75	0.75	0.75	0.75	0.5	0.5
440	944603	4	0	0	2	2	0	0	0.0	0.0	0.5	0.5	0.0	0.0
572	1150425	4	2	3	3	3	1	1	0.5	0.75	0.75	0.75	0.25	0.25
394	878664	4	1	2	2	2	0	0	0.25	0.5	0.5	0.5	0.0	0.0
393	877753	4	1	2	3	3	1	1	0.25	0.5	0.75	0.75	0.25	0.25
389	872673	4	2	2	2	2	1	2	0.5	0.5	0.5	0.5	0.25	0.5
448	961341	4	3	3	3	3	1	2	0.75	0.75	0.75	0.75	0.25	0.5
660	1292050	4	3	3	3	3	1	3	0.75	0.75	0.75	0.75	0.25	0.75
658	1286702	4	2	3	4	4	2	2	0.5	0.75	1.0	1.0	0.5	0.5
645	1261237	4	4	4	4	4	0	1	1.0	1.0	1.0	1.0	0.0	0.25
467	979475	4	1	1	2	2	1	1	0.25	0.25	0.5	0.5	0.25	0.25
371	854046	4	0	1	2	2	0	0	0.0	0.25	0.5	0.5	0.0	0.0
639	1250704	4	3	3	3	3	3	3	0.75	0.75	0.75	0.75	0.75	0.75
480	1008082	4	3	4	4	4	2	2	0.75	1.0	1.0	1.0	0.5	0.5
412	900910	4	0	0	1	3	0	0	0.0	0.0	0.25	0.75	0.0	0.0
0	769	4	3	3	3	4	1	3	0.75	0.75	0.75	1.0	0.25	0.75
772	1466842	4	3	3	3	3	3	3	0.75	0.75	0.75	0.75	0.75	0.75
95	236066	4	1	2	2	2	1	1	0.25	0.5	0.5	0.5	0.25	0.25
254	674607	4	1	1	3	4	0	0	0.25	0.25	0.75	1.0	0.0	0.0
205	542327	4	1	1	2	2	0	0	0.25	0.25	0.5	0.5	0.0	0.0
292	738964	4	1	1	2	2	1	1	0.25	0.25	0.5	0.5	0.25	0.25
107	251548	4	1	1	1	1	0	1	0.25	0.25	0.25	0.25	0.0	0.25
61	183303	4	2	3	4	4	1	2	0.5	0.75	1.0	1.0	0.25	0.5
114	261723	4	3	3	3	3	0	2	0.75	0.75	0.75	0.75	0.0	0.5
210	560396	4	2	3	3	3	1	1	0.5	0.75	0.75	0.75	0.25	0.25
212	563433	4	3	4	4	4	2	2	0.75	1.0	1.0	1.0	0.5	0.5
216	571428	4	1	2	3	3	1	1	0.25	0.5	0.75	0.75	0.25	0.25
36	140878	4	1	2	3	3	0	1	0.25	0.5	0.75	0.75	0.0	0.25
30	115905	4	4	4	4	4	0	2	1.0	1.0	1.0	1.0	0.0	0.5
124	270897	4	1	2	4	4	1	1	0.25	0.5	1.0	1.0	0.25	0.25
258	678746	4	2	3	4	4	0	0	0.5	0.75	1.0	1.0	0.0	0.0
23	81464	4	3	3	4	4	3	3	0.75	0.75	1.0	1.0	0.75	0.75
20	73964	4	1	2	3	3	0	1	0.25	0.5	0.75	0.75	0.0	0.25
243	657818	4	3	3	3	3	0	2	0.75	0.75	0.75	0.75	0.0	0.5
185	494138	4	3	3	3	3	1	3	0.75	0.75	0.75	0.75	0.25	0.75
182	483149	4	0	1	2	2	0	0	0.0	0.25	0.5	0.5	0.0	0.0
2	4724	4	0	0	1	2	0	0	0.0	0.0	0.25	0.5	0.0	0.0
105	250351	4	4	4	4	4	3	3	1.0	1.0	1.0	1.0	0.75	0.75
541	1098440	3	1	1	1	1	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
180	464144	3	1	1	1	2	0	0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.0	0.0
528	1089470	3	2	2	2	2	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666
523	1084883	3	2	2	2	2	1	2	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.6666666666666666
536	1095721	3	1	2	3	3	1	1	0.3333333333333333	0.6666666666666666	1.0	1.0	0.3333333333333333	0.3333333333333333
328	792049	3	3	3	3	3	0	1	1.0	1.0	1.0	1.0	0.0	0.3333333333333333
166	398647	3	2	2	2	2	1	2	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.6666666666666666
545	1111768	3	3	3	3	3	2	3	1.0	1.0	1.0	1.0	0.6666666666666666	1.0
521	1078518	3	3	3	3	3	2	2	1.0	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666
547	1114621	3	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
163	392797	3	2	3	3	3	2	2	0.6666666666666666	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666
153	360504	3	2	2	2	2	0	0	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.0	0.0
562	1135955	3	1	1	2	2	0	0	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.0	0.0
546	1112625	3	2	2	2	3	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	0.6666666666666666
198	529759	3	3	3	3	3	2	2	1.0	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666
188	497232	3	1	1	2	3	0	0	0.3333333333333333	0.3333333333333333	0.6666666666666666	1.0	0.0	0.0
475	997888	3	2	2	3	3	2	2	0.6666666666666666	0.6666666666666666	1.0	1.0	0.6666666666666666	0.6666666666666666
250	666460	3	2	2	2	3	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	0.6666666666666666
246	661279	3	2	2	2	2	1	2	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.6666666666666666
238	633279	3	3	3	3	3	2	3	1.0	1.0	1.0	1.0	0.6666666666666666	1.0
443	950689	3	1	1	1	1	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
455	966570	3	1	1	3	3	0	0	0.3333333333333333	0.3333333333333333	1.0	1.0	0.0	0.0
464	977154	3	0	0	1	3	0	0	0.0	0.0	0.3333333333333333	1.0	0.0	0.0
211	562095	3	2	2	2	2	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666
208	554193	3	0	1	1	1	0	0	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.0
191	506246	3	3	3	3	3	2	2	1.0	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666
481	1008631	3	2	2	3	3	1	1	0.6666666666666666	0.6666666666666666	1.0	1.0	0.3333333333333333	0.3333333333333333
485	1014740	3	1	2	3	3	1	1	0.3333333333333333	0.6666666666666666	1.0	1.0	0.3333333333333333	0.3333333333333333
490	1032210	3	2	3	3	3	1	1	0.6666666666666666	1.0	1.0	1.0	0.3333333333333333	0.3333333333333333
201	533035	3	2	2	2	2	1	2	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.6666666666666666
565	1138988	3	2	3	3	3	1	2	0.6666666666666666	1.0	1.0	1.0	0.3333333333333333	0.6666666666666666
197	524921	3	1	3	3	3	0	0	0.3333333333333333	1.0	1.0	1.0	0.0	0.0
193	511578	3	3	3	3	3	3	3	1.0	1.0	1.0	1.0	1.0	1.0
564	1137977	3	1	1	1	1	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
122	269114	3	2	3	3	3	1	2	0.6666666666666666	1.0	1.0	1.0	0.3333333333333333	0.6666666666666666
566	1139147	3	3	3	3	3	2	2	1.0	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666
669	1304182	3	0	1	2	2	0	0	0.0	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.0	0.0
73	198695	3	2	2	2	3	0	0	0.6666666666666666	0.6666666666666666	0.6666666666666666	1.0	0.0	0.0
67	189874	3	2	3	3	3	0	0	0.6666666666666666	1.0	1.0	1.0	0.0	0.0
689	1336433	3	3	3	3	3	3	3	1.0	1.0	1.0	1.0	1.0	1.0
66	188273	3	2	3	3	3	1	1	0.6666666666666666	1.0	1.0	1.0	0.3333333333333333	0.3333333333333333
60	180813	3	2	2	2	2	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666
57	174485	3	2	2	2	2	1	2	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.6666666666666666
703	1353338	3	2	3	3	3	0	1	0.6666666666666666	1.0	1.0	1.0	0.0	0.3333333333333333
704	1353524	3	3	3	3	3	2	3	1.0	1.0	1.0	1.0	0.6666666666666666	1.0
718	1376513	3	3	3	3	3	3	3	1.0	1.0	1.0	1.0	1.0	1.0
735	1402888	3	1	1	1	2	0	0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.0	0.0
737	1403970	3	2	3	3	3	2	2	0.6666666666666666	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666
27	110599	3	0	0	1	2	0	0	0.0	0.0	0.3333333333333333	0.6666666666666666	0.0	0.0
746	1415571	3	2	2	2	2	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666
12	33988	3	3	3	3	3	2	3	1.0	1.0	1.0	1.0	0.6666666666666666	1.0
8	28537	3	3	3	3	3	1	3	1.0	1.0	1.0	1.0	0.3333333333333333	1.0
4	9280	3	2	2	2	3	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	0.6666666666666666
769	1462423	3	3	3	3	3	1	2	1.0	1.0	1.0	1.0	0.3333333333333333	0.6666666666666666
673	1309979	3	2	2	2	2	0	0	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.0	0.0
667	1302307	3	1	1	1	1	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
146	313505	3	3	3	3	3	3	3	1.0	1.0	1.0	1.0	1.0	1.0
87	229507	3	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
575	1151716	3	3	3	3	3	0	1	1.0	1.0	1.0	1.0	0.0	0.3333333333333333
144	298011	3	2	2	2	2	1	1	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.3333333333333333
136	290485	3	1	1	1	2	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333
121	268886	3	3	3	3	3	3	3	1.0	1.0	1.0	1.0	1.0	1.0
610	1208697	3	1	1	2	2	1	1	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.3333333333333333
106	250843	3	2	3	3	3	2	2	0.6666666666666666	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666
617	1218481	3	2	3	3	3	2	2	0.6666666666666666	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666
103	248057	3	3	3	3	3	2	2	1.0	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666
626	1233377	3	3	3	3	3	2	2	1.0	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666
100	239751	3	1	1	1	1	0	0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.0
637	1247360	3	2	2	2	2	0	1	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.0	0.3333333333333333
642	1258531	3	1	1	1	2	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333
92	234274	3	3	3	3	3	1	2	1.0	1.0	1.0	1.0	0.3333333333333333	0.6666666666666666
647	1271498	3	0	3	3	3	0	0	0.0	1.0	1.0	1.0	0.0	0.0
648	1273774	3	3	3	3	3	2	2	1.0	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666
88	231093	3	1	1	1	1	0	1	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333
652	1279265	3	2	2	2	2	1	1	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.3333333333333333
429	929156	3	1	1	1	1	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
550	1120503	3	2	2	2	2	1	2	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.6666666666666666
362	841995	3	0	1	1	1	0	0	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.0
366	848112	3	2	3	3	3	2	2	0.6666666666666666	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666
381	862908	3	2	2	2	2	0	2	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.0	0.6666666666666666
380	862209	3	3	3	3	3	2	3	1.0	1.0	1.0	1.0	0.6666666666666666	1.0
266	701336	3	3	3	3	3	2	3	1.0	1.0	1.0	1.0	0.6666666666666666	1.0
262	693517	3	2	2	2	3	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	0.6666666666666666
316	777529	3	1	3	3	3	1	1	0.3333333333333333	1.0	1.0	1.0	0.3333333333333333	0.3333333333333333
268	703621	3	2	2	2	2	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666
377	858090	3	2	2	2	2	0	1	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.0	0.3333333333333333
284	728712	3	3	3	3	3	1	2	1.0	1.0	1.0	1.0	0.3333333333333333	0.6666666666666666
376	857635	3	1	3	3	3	0	1	0.3333333333333333	1.0	1.0	1.0	0.0	0.3333333333333333
293	739049	3	2	2	2	3	1	1	0.6666666666666666	0.6666666666666666	0.6666666666666666	1.0	0.3333333333333333	0.3333333333333333
369	853534	3	2	2	2	2	1	2	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.6666666666666666
334	804519	3	3	3	3	3	1	2	1.0	1.0	1.0	1.0	0.3333333333333333	0.6666666666666666
367	848444	3	3	3	3	3	1	1	1.0	1.0	1.0	1.0	0.3333333333333333	0.3333333333333333
419	910686	3	1	2	2	2	1	1	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.3333333333333333
372	854284	3	1	1	1	1	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
421	915687	3	1	1	1	2	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333
358	838197	3	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
255	675039	3	3	3	3	3	0	0	1.0	1.0	1.0	1.0	0.0	0.0
396	887039	3	2	2	2	3	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	0.6666666666666666
326	790401	3	1	1	1	1	0	0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.0
382	864829	3	1	1	1	1	0	0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.0
277	711885	3	3	3	3	3	2	3	1.0	1.0	1.0	1.0	0.6666666666666666	1.0
168	416767	2	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
55	172944	2	1	2	2	2	0	0	0.5	1.0	1.0	1.0	0.0	0.0
287	731793	2	1	1	1	2	0	0	0.5	0.5	0.5	1.0	0.0	0.0
522	1080768	2	0	0	0	1	0	0	0.0	0.0	0.0	0.5	0.0	0.0
285	730928	2	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
43	149713	2	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
155	371239	2	2	2	2	2	1	2	1.0	1.0	1.0	1.0	0.5	1.0
712	1366461	2	1	1	2	2	1	1	0.5	0.5	1.0	1.0	0.5	0.5
52	170567	2	1	1	1	2	1	1	0.5	0.5	0.5	1.0	0.5	0.5
157	378247	2	1	1	1	2	0	0	0.5	0.5	0.5	1.0	0.0	0.0
524	1085615	2	2	2	2	2	1	1	1.0	1.0	1.0	1.0	0.5	0.5
159	386545	2	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
181	475415	2	1	2	2	2	1	1	0.5	1.0	1.0	1.0	0.5	0.5
554	1126876	2	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
50	168560	2	2	2	2	2	1	2	1.0	1.0	1.0	1.0	0.5	1.0
42	148894	2	0	0	1	2	0	0	0.0	0.0	0.5	1.0	0.0	0.0
160	387639	2	1	1	1	1	1	1	0.5	0.5	0.5	0.5	0.5	0.5
178	456617	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
175	441011	2	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
281	718370	2	2	2	2	2	0	2	1.0	1.0	1.0	1.0	0.0	1.0
313	775729	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
164	393605	2	2	2	2	2	1	2	1.0	1.0	1.0	1.0	0.5	1.0
